Sl.No,District Name,Taluk Name,Village Name,Shop Code,Shop Name
342,Ariyalur,Uadayarpalayam,Thirukkalappur,15EP106P2,Kizhaneduvayi
343,Ariyalur,Uadayarpalayam,Periya Krishnapuram,15EP089PY,Periyakirushinapuram
344,Ariyalur,Uadayarpalayam,Periya Krishnapuram,15EP138P1,Rettythathur
345,Ariyalur,Uadayarpalayam,Periya Krishnapuram,15EP138PY,Thatthoor
346,Ariyalur,Uadayarpalayam,Periya Krishnapuram,15EP089P1,Salakari
347,Ariyalur,Uadayarpalayam,Thazhuthazhaimedu,15EP036PY,Thaluthazhimedu
348,Ariyalur,Uadayarpalayam,Thazhuthazhaimedu,15EP036P1,Veerachozhapuram
349,Ariyalur,Uadayarpalayam,Thazhuthazhaimedu,15EP140P1,Vanavanallur
350,Ariyalur,Uadayarpalayam,Thazhuthazhaimedu,15EP140PY,Mayikavalputhur
351,Ariyalur,Uadayarpalayam,Utkottai(South),15EP141PY,Ayuthakalam
352,Ariyalur,Uadayarpalayam,Utkottai(North),15EP039P2,Uththapallam
353,Ariyalur,Uadayarpalayam,Utkottai(North),15EP141P1,Kadarankondan
354,Ariyalur,Uadayarpalayam,Idaiyakurichi,15EP143PN,Ediyakurichi-2
355,Ariyalur,Uadayarpalayam,Elaiyur(West),15EP117P1,Koriyampatti
356,Ariyalur,Uadayarpalayam,Elaiyur(West),15EP144PN,Kandiyankollai
357,Ariyalur,Uadayarpalayam,Elaiyur(East),15EP145P1,Vatakkupudukudi
358,Ariyalur,Uadayarpalayam,Elaiyur(East),15EP145PY,pudukudi
359,Ariyalur,Uadayarpalayam,Anikuthichan,15EP104P2,Nettalakurichi
360,Ariyalur,Uadayarpalayam,Kattathur(South),15EP148PN,Kulathur
361,Ariyalur,Uadayarpalayam,Siluvaicheri,15EP150PY,Thavadanallur
362,Ariyalur,Uadayarpalayam,Kodalikaruppur,15EP067PY,Kodalikarupur
363,Ariyalur,Uadayarpalayam,Kodalikaruppur,15EP067P1,Ayepalayam
364,Ariyalur,Uadayarpalayam,Nayaganaipriyal,15EP072P2,Malamaykalpatti
365,Ariyalur,Uadayarpalayam,Villanthai (South),15EP088P1,Velanthaikalani
366,Ariyalur,Uadayarpalayam,Sozhamadevi,15EP070P2,Amirtharayankottai
367,Ariyalur,Uadayarpalayam,Vazhaikuruchi,15EP054P1,Mathanathur
368,Ariyalur,Uadayarpalayam,Parukkal(East),15EP018P1,Karaikattankurichi
369,Ariyalur,Uadayarpalayam,Utkottai(South),15EP039P1,Panthayankottai
370,Ariyalur,Uadayarpalayam,Naduvalur(East),15EP077P1,Karkudi
371,Ariyalur,Uadayarpalayam,Kundaveli(East),15EP028PN,Meensurudi
372,Ariyalur,Uadayarpalayam,Vilanthai,15EP185PN,Vilanthai-3
373,Ariyalur,Sendurai,Ananthavadi,15FP001PY,Cinna Ananthavadi
374,Ariyalur,Sendurai,Ananthavadi,15FP041PY,Periyaananthavadi
375,Ariyalur,Sendurai,Ananthavadi,15FP041P1,Cholankurichy
376,Ariyalur,Sendurai,Ananthavadi,15FP001P1,Keelarayampuram
377,Ariyalur,Sendurai,Kilimangalam,15FP002PY,Kilimangalam-I
378,Ariyalur,Sendurai,Kilimangalam,15FP002P1,Kilimangalam- -II
379,Ariyalur,Sendurai,Kilimangalam,15FP002P2,Valarakurichi
380,Ariyalur,Sendurai,Sendurai,15FP003PY,Sendhurai-I
381,Ariyalur,Sendurai,Sendurai,15FP003P1,Elangaichery
382,Ariyalur,Sendurai,Sendurai,15FP004PN,Sendthurai-II
383,Ariyalur,Sendurai,Maruvathur,15FP005PY,Maruvathoor
384,Ariyalur,Sendurai,Maruvathur,15FP005P1,Sedakudikkadu
385,Ariyalur,Sendurai,Unjjaini,15FP006PN,Nallampalayam
386,Ariyalur,Sendurai,Unjjaini,15FP007PN,Ujjaini
387,Ariyalur,Sendurai,Sriukadamboor,15FP008PN,Sirukadamboor
388,Ariyalur,Sendurai,Nakkambadi,15FP009PY,Nakkambadi
389,Ariyalur,Sendurai,Nakkambadi,15FP009P1,Ninniyur
390,Ariyalur,Sendurai,Manappathoor,15FP010PY,Manappathoor
391,Ariyalur,Sendurai,Manappathoor,15FP042PY,Nanthiyakudikkadu
392,Ariyalur,Sendurai,Manappathoor,15FP042P1,Chozhankudikkadu
393,Ariyalur,Sendurai,Manappathoor,15FP010P1,UkanthanayaganKudikkadu
394,Ariyalur,Sendurai,Kulumoor,15FP011PN,Kulumoor-I
395,Ariyalur,Sendurai,Kulumoor,15FP052PN,Kuzhumoor
396,Ariyalur,Sendurai,Ayanthatthanoor,15FP012PY,Ayanthathanoor
397,Ariyalur,Sendurai,Ayanthatthanoor,15FP012P1,Muulayoor
398,Ariyalur,Sendurai,Ayanthatthanoor,15FP012P2,Vankaram
399,Ariyalur,Sendurai,Sannasinallur,15FP015PY,Sannasinallur
400,Ariyalur,Sendurai,Sannasinallur,15FP015P1,Sivaramapuram
401,Ariyalur,Sendurai,Sannasinallur,15FP015P2,Anganoor
402,Ariyalur,Sendurai,Thalavai South,15FP017PY,Thalavai South
403,Ariyalur,Sendurai,Thalavai South,15FP017P1,Sengamedu
404,Ariyalur,Sendurai,Thalavai North,15FP018PY,ThalavaaiCoodalore
405,Ariyalur,Sendurai,Thalavai North,15FP018P1,Siluppanoor
406,Ariyalur,Sendurai,Thular,15FP020PY,Thular
407,Ariyalur,Sendurai,Thular,15FP020P1,Marunkoor
408,Ariyalur,Sendurai,Asaveeran Kudikkadu,15FP021PY,Asaveeran Kudikkadu
409,Ariyalur,Sendurai,Asaveeran Kudikkadu,15FP021P1,Kanchamalaipatti
410,Ariyalur,Sendurai,Manakudayan,15FP022PY,Manakudayan
411,Ariyalur,Sendurai,Manakudayan,15FP022P1,Marakurichy
412,Ariyalur,Sendurai,Manakudayan,15FP022P2,Thamaraipoondi
413,Ariyalur,Sendurai,Adhanakurichi,15FP048P1,Adhanakurichi
414,Ariyalur,Sendurai,Adhanakurichi,15FP048P2,Muthukulam
415,Ariyalur,Sendurai,Adhanakurichi,15FP048PY,Pudupalayam
416,Ariyalur,Sendurai,Alathiyure,15FP046P1,Althiyure
417,Ariyalur,Sendurai,Alathiyure,15FP046PY,Mullukurichi
418,Ariyalur,Sendurai,Ponparappi,15FP027PN,Ponparappi-I
419,Ariyalur,Sendurai,Ponparappi,15FP028PN,Ponparappi-II
420,Ariyalur,Sendurai,Sirukalathoor,15FP029PN,Sirukalathoor
421,Ariyalur,Sendurai,Periyakkurichi,15FP030PY,Periyakkurichi
422,Ariyalur,Sendurai,Periyakkurichi,15FP030P1,Nallan Colony
423,Ariyalur,Sendurai,Periyakkurichi,15FP030P2,Elaikkadamboor
424,Ariyalur,Sendurai,Keezhamaligai,15FP032PY,Keezhamaligai
425,Ariyalur,Sendurai,Keezhamaligai,15FP032P1,Mathumadakki
426,Ariyalur,Sendurai,Irumpulikurichy,15FP033PN,Irumpulikurichy-I
427,Ariyalur,Sendurai,Irumpulikurichy,15FP061PY,Irum puliKurichi-II
428,Ariyalur,Sendurai,Irumpulikurichy,15FP061P1,Irumpulikurichi --II-A
429,Ariyalur,Sendurai,Paranam,15FP034PY,Paranam -I
430,Ariyalur,Sendurai,Paranam,15FP035PN,Kumizhiyzam
431,Ariyalur,Sendurai,Paranam,15FP034P1,Paranam --II
432,Ariyalur,Sendurai,Nagalkuzhi,15FP036P1,Kazhumangalam
433,Ariyalur,Sendurai,Nagalkuzhi,15FP036PY,Ngalkuzhi
434,Ariyalur,Sendurai,Pilakurichi,15FP043PN,Veerakkan
435,Ariyalur,Sendurai,Pilakurichi,15FP038PN,Pilakurichi
436,Ariyalur,Sendurai,Nammangunam,15FP039PY,Namangunam
437,Ariyalur,Sendurai,Nammangunam,15FP039P1,Chookkanathapuram
438,Ariyalur,Sendurai,Nammangunam,15FP039P2,Pazhamalainathapuram
439,Ariyalur,Sendurai,Vanjinapuram,15FP040PY,Vanjinapuram-I
440,Ariyalur,Sendurai,Vanjinapuram,15FP040P1,Vanchinapuram-II
441,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA022SC,VOC Street
442,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA028SC,Jakkaria Colony
443,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA029SC,Vellala Street
444,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA030SC,Sivan Koil Street
445,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA031SC,106 Vellala Street
446,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA046SC,Sornambika Street
447,Chennai,Thiyagaraya Nagar,Kodambakkam,02JA049SC,Jakkaria Colony2
448,Chennai,Thiyagaraya Nagar,Kodambakkam,02JC065SC,Kadambakkam1
449,Chennai,Thiyagaraya Nagar,Kodambakkam,02JC066SC,Kadambakkam3
450,Chennai,Thiyagaraya Nagar,Kodambakkam,02JC067SC,Kadambakkam4
451,Chennai,Thiyagaraya Nagar,Kodambakkam,02JC071SC,Kadambakkam2
452,Chennai,Thiyagaraya Nagar,Kodambakkam,02JC077SC,Kadambakkam5
453,Chennai,Thiyagaraya Nagar,Kodambakkam,02JG003SC,Rengarajapuram1
454,Chennai,Thiyagaraya Nagar,Kodambakkam,02JG005SC,Rengarajapuram4
455,Chennai,Thiyagaraya Nagar,Kodambakkam,02JG006SC,Rengarajapuram5
456,Chennai,Thiyagaraya Nagar,Kodambakkam,02JG011SC,Rengarajapuram2
457,Chennai,Thiyagaraya Nagar,Kodambakkam,02JG004SC,Rengarajapuram 3
458,Chennai,Thiyagaraya Nagar,Nungambakkam,02JA034SC,Lake Area1
459,Chennai,Thiyagaraya Nagar,Nungambakkam,02JA038SC,Pushpa Nagar
460,Chennai,Thiyagaraya Nagar,Nungambakkam,02JA045SC,Lake Area2
461,Chennai,Thiyagaraya Nagar,Nungambakkam,02JC023SC,Pushpa Nagar
462,Chennai,Thiyagaraya Nagar,Vadapalani,02JA021SC,Dhuraisamy Road1
463,Chennai,Thiyagaraya Nagar,Vadapalani,02JA024SC,Amman Kovil Street
464,Chennai,Thiyagaraya Nagar,Vadapalani,02JA025SC,Nerkundram Pathai
465,Chennai,Thiyagaraya Nagar,Vadapalani,02JA026SC,Mannar Muthali Strret
466,Chennai,Thiyagaraya Nagar,Vadapalani,02JA035SC,Dhuraisamy Road2
467,Chennai,Thiyagaraya Nagar,Vadapalani,02JA047SC,Senthilandavar Street
468,Chennai,Thiyagaraya Nagar,Vadapalani,02JA051SC,Andavar Nagar2
469,Chennai,Thiyagaraya Nagar,Vadapalani,02JC047SC,Vadapalani1
470,Chennai,Thiyagaraya Nagar,Vadapalani,02JC048SC,Vadapalani2
471,Chennai,Thiyagaraya Nagar,Vadapalani,02JC068SC,Andavar Nagar
472,Chennai,Thiyagaraya Nagar,Vadapalani,02JC086SC,Vadapalani3
473,Chennai,Thiyagaraya Nagar,T.Nagar,02JA002SC,58 Kh Road
474,Chennai,Thiyagaraya Nagar,T.Nagar,02JA048SC,Mambalam Nedunchalai
475,Chennai,Thiyagaraya Nagar,T.Nagar,02JC001SC,Habibulla Road1
476,Chennai,Thiyagaraya Nagar,T.Nagar,02JC002SC,Habibulla Road2
477,Chennai,Thiyagaraya Nagar,T.Nagar,02JC003SC,TNagar5
478,Chennai,Thiyagaraya Nagar,T.Nagar,02JC007SC,TNagar1
479,Chennai,Thiyagaraya Nagar,T.Nagar,02JC009SC,TNagar2
480,Chennai,Thiyagaraya Nagar,T.Nagar,02JC011SC,TNagar3
481,Chennai,Thiyagaraya Nagar,T.Nagar,02JC012SC,TNagar4
482,Chennai,Thiyagaraya Nagar,T.Nagar,02JC013SC,Kannammapettai1
483,Chennai,Thiyagaraya Nagar,T.Nagar,02JC014SC,Kannammapettai2
484,Chennai,Thiyagaraya Nagar,T.Nagar,02JC015SC,Kannammapettai3
485,Chennai,Thiyagaraya Nagar,T.Nagar,02JC087SC,DrSadasivam Road
486,Chennai,Thiyagaraya Nagar,Porur,02JA007SC,Lakhsmi Nagar  Porur
487,Chennai,Thiyagaraya Nagar,Porur,02JA050SC,Lakhsmi Nagar 2
488,Chennai,Thiyagaraya Nagar,Porur,02JD087SC,Porur1
489,Chennai,Thiyagaraya Nagar,Porur,02JD088SC,Porur2
490,Chennai,Thiyagaraya Nagar,Porur,02JD089SC,Porur3
491,Chennai,Thiyagaraya Nagar,Porur,02JD090SC,Porur7
492,Chennai,Thiyagaraya Nagar,Porur,02JD092SC,Porur6
493,Chennai,Thiyagaraya Nagar,Porur,02JD123SC,Porur9
494,Chennai,Thiyagaraya Nagar,Porur,02JD124SC,Porur10
495,Chennai,Thiyagaraya Nagar,Porur,02JD126SC,Porur11
496,Chennai,Thiyagaraya Nagar,Porur,02JD127SC,Porur12
497,Chennai,Thiyagaraya Nagar,Porur,02JD132SC,Porur13
498,Chennai,Thiyagaraya Nagar,Porur,02JD133SC,Porur14
499,Chennai,Thiyagaraya Nagar,Mambalam,02JC016SC,Mambalam1
500,Chennai,Thiyagaraya Nagar,Mambalam,02JC017SC,Mambalam2
501,Chennai,Thiyagaraya Nagar,Mambalam,02JC018SC,Mambalam3
502,Chennai,Thiyagaraya Nagar,Mambalam,02JC056SC,Mambalam4
503,Chennai,Thiyagaraya Nagar,Mambalam,02JC074SC,Mambalam5
504,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JA011SC,Ashok Nagar1
505,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JA012SC,Ashok Nagar5
506,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JA013SC,Ashok Nagar6
507,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JA015SC,10th Avenue
508,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JC030SC,Ashok Nagar4
509,Chennai,Thiyagaraya Nagar,Ashok Nagar,02JC031SC,Ashok Nagar8
510,Chennai,Thiyagaraya Nagar,KK Nagar,02JA016SC,KK Nagar1
511,Chennai,Thiyagaraya Nagar,KK Nagar,02JA020SC,KK Nagar2
512,Chennai,Thiyagaraya Nagar,KK Nagar,02JC032SC,KK Nagar3
513,Chennai,Thiyagaraya Nagar,KK Nagar,02JC033SC,KK Nagar4
514,Chennai,Thiyagaraya Nagar,KK Nagar,02JC034SC,KK Nagar5
515,Chennai,Thiyagaraya Nagar,KK Nagar,02JC035SC,KK Nagar6
516,Chennai,Thiyagaraya Nagar,KK Nagar,02JC036SC,KK Nagar7
517,Chennai,Thiyagaraya Nagar,KK Nagar,02JC038SC,KK Nagar8
518,Chennai,Thiyagaraya Nagar,KK Nagar,02JC055SC,KK Nagar9
519,Chennai,Thiyagaraya Nagar,KK Nagar,02JC070SC,KK Nagar10
520,Chennai,Thiyagaraya Nagar,KK Nagar,02JC083SC,KK Nagar11
521,Chennai,Thiyagaraya Nagar,KK Nagar,02JC085SC,Cpwd Quarters
522,Chennai,Thiyagaraya Nagar,Saligramam,02JC049SC,Saligramam1
523,Chennai,Thiyagaraya Nagar,Saligramam,02JC050SC,Saligramam6
524,Chennai,Thiyagaraya Nagar,Saligramam,02JC051SC,Saligramam2
525,Chennai,Thiyagaraya Nagar,Saligramam,02JC052SC,Saligramam3
526,Chennai,Thiyagaraya Nagar,Saligramam,02JC053SC,Saligramam4
527,Chennai,Thiyagaraya Nagar,Saligramam,02JC054SC,Saligramam5
528,Chennai,Thiyagaraya Nagar,Saligramam,02JC081SC,Saligramam7
529,Chennai,Thiyagaraya Nagar,Saligramam,02JC082SC,Saligramam8
530,Chennai,Thiyagaraya Nagar,Saligramam,02JC088SC,Saligramam9
531,Chennai,Thiyagaraya Nagar,MGR Nagar,02JC080SC,Mgr Nagar5
532,Chennai,Thiyagaraya Nagar,MGR Nagar,02JC084SC,Mgr Nagar10
533,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD095SC,Valasaravakkam1
534,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD096SC,Valasaravakkam2
535,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD097SC,Valasaravakkam3
536,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD098SC,Valasaravakkam4
537,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD121SC,Valasaravakkam5
538,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD128SC,Valasaravakkam6
539,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD129SC,Valasaravakkam7
540,Chennai,Thiyagaraya Nagar,Valasaravakkam,02JD134SC,Valasaravakkam8
541,Chennai,Thiyagaraya Nagar,Ramapuram,02JD099SC,Ramapuram1
542,Chennai,Thiyagaraya Nagar,Ramapuram,02JD100SC,Ramapuram2
543,Chennai,Thiyagaraya Nagar,Ramapuram,02JD118SC,Ramapuram3
544,Chennai,Thiyagaraya Nagar,Ramapuram,02JD119SC,Ramapuram4
545,Chennai,Thiyagaraya Nagar,Ramapuram,02JD122SC,Ramapuram5
546,Chennai,Thiyagaraya Nagar,Ramapuram,02JD125SC,Ramapuram6
547,Chennai,Thiyagaraya Nagar,Ramapuram,02JD130SC,Ramapuram7
548,Chennai,Thiyagaraya Nagar,Ramapuram,02JD131SC,Ramapuram8
549,Chennai,Thiyagaraya Nagar,Ramapuram,02JD135SC,Ramapuram9
550,Chennai,Thiyagaraya Nagar,Ramapuram,02JD136SC,Ramapuram10
551,Chennai,Thiyagaraya Nagar,West Mambalam,02JA005SC,Bakthavachalam Street
552,Chennai,Thiyagaraya Nagar,West Mambalam,02JA006SC,Brindavan Street
553,Chennai,Thiyagaraya Nagar,West Mambalam,02JG001SC,Mambalam
554,Chennai,Thiyagaraya Nagar,West Mambalam,02JG002SC,Mambalam CoOp Salai2
555,Chennai,Thiyagaraya Nagar,West Mambalam,02JG012SC,Mambalam CoOp Salai3
556,Chennai,Thiyagaraya Nagar,West Mambalam,02JG013SC,Mambalam
557,Chennai,Mylapore,Mylapore,02KA006SC,Karaneswar Koil -3
558,Chennai,Mylapore,Mylapore,02KA007SC,Karaneswar Kovil Pakoda Street -1
559,Chennai,Mylapore,Mylapore,02KA008SC,Salai Street-1
560,Chennai,Mylapore,Mylapore,02KA009SC,Salai Street-2
561,Chennai,Mylapore,Mylapore,02KA010SC,Karaneswar Koil -1
562,Chennai,Mylapore,Mylapore,02KA011SC,Karaneswar Koil -2
563,Chennai,Mylapore,Mylapore,02KA012SC,M.K.Amman Koil Street
564,Chennai,Mylapore,Mylapore,02KA027SC,Karaneswar Kovil Pakoda Street 2
565,Chennai,Mylapore,Mylapore,02KC002SC,Mandaiveli  1
566,Chennai,Mylapore,Mylapore,02KC003SC,Mandaiveli  2
567,Chennai,Mylapore,Mylapore,02KC004SC,Mylapore  1
568,Chennai,Mylapore,Mylapore,02KC005SC,Mylapore  4
569,Chennai,Mylapore,Mylapore,02KC006SC,Mylapore  2
570,Chennai,Mylapore,Mylapore,02KC007SC,Mylapore  8
571,Chennai,Mylapore,Mylapore,02KC008SC,Mylapore  3
572,Chennai,Mylapore,Mylapore,02KC009SC,Mylapore  5
573,Chennai,Mylapore,Mylapore,02KC010SC,Mylapore  6
574,Chennai,Mylapore,Mylapore,02KC011SC,Mylapore  7
575,Chennai,Mylapore,Mylapore,02KC012SC,Madhavapuram  1
576,Chennai,Mylapore,Mylapore,02KC013SC,Madhavapuram  2
577,Chennai,Mylapore,Mylapore,02KC014SC,Bradies Road
578,Chennai,Mylapore,Mylapore,02KG003SC,East Abiramapuram W CCS  1
579,Chennai,Mylapore,Mylapore,02KG004SC,East Abiramapuram WCCS  2
580,Chennai,Mylapore,Mylapore,02KG005SC,East Abiramapuram WCCS  3
581,Chennai,Mylapore,Mylapore,02KG030SC,East Abiramapuram WCCS  6
582,Chennai,Mylapore,Adyar,02KC020SC,Sastri Nagar  1
583,Chennai,Mylapore,Adyar,02KC021SC,Sastri Nagar  2
584,Chennai,Mylapore,Adyar,02KC022SC,Sastri Nagar  3
585,Chennai,Mylapore,Adyar,02KC023SC,Sastri Nagar  4
586,Chennai,Mylapore,Adyar,02KC024SC,Adyar Shop  1
587,Chennai,Mylapore,Adyar,02KC025SC,Adyar Shop  2
588,Chennai,Mylapore,Adyar,02KC048SC,Kasthuribai Nagar  1
589,Chennai,Mylapore,Adyar,02KC049SC,Kasthuribai Nagar  2
590,Chennai,Mylapore,Adyar,02KG012SC,Adyar WCCS  1
591,Chennai,Mylapore,Adyar,02KG013SC,Adyar WCCS  2
592,Chennai,Mylapore,Adyar,02KG014SC,Adyar WCCS  3
593,Chennai,Mylapore,Adyar,02KG015SC,Adyar WCCS  4
594,Chennai,Mylapore,Alwarpet,02KC031SC,AbiramaPuram  1
595,Chennai,Mylapore,Alwarpet,02KC032SC,AbiramaPuram  2
596,Chennai,Mylapore,Alwarpet,02KG006SC,East Abiramapuram WCCS  4
597,Chennai,Mylapore,Alwarpet,02KG007SC,East Abiramapuram WCCS  5
598,Chennai,Mylapore,Besant Nagar,02KC017SC,Besant Nagar  1
599,Chennai,Mylapore,Besant Nagar,02KC018SC,Besant Nagar  2
600,Chennai,Mylapore,Besant Nagar,02KC019SC,Besant Nagar3
601,Chennai,Mylapore,Besant Nagar,02KC060SC,Besant Nagar  4
602,Chennai,Mylapore,Pattinapakkam,02KA021SC,Leth Castle Road  1
603,Chennai,Mylapore,Pattinapakkam,02KA022SC,Leth Castle Road  2
604,Chennai,Mylapore,Pattinapakkam,02KA026SC,Leth Castle Road  3
605,Chennai,Mylapore,Pattinapakkam,02KG001SC,F Shore Estate C S  1
606,Chennai,Mylapore,Pattinapakkam,02KG002SC,F Shore Estate C S  2
607,Chennai,Mylapore,R.A.Puram,02KC033SC,RA Puram  1
608,Chennai,Mylapore,R.A.Puram,02KC034SC,RA Puram 5
609,Chennai,Mylapore,R.A.Puram,02KC035SC,RA Puram  2
610,Chennai,Mylapore,R.A.Puram,02KC036SC,RA Puram  3
611,Chennai,Mylapore,R.A.Puram,02KC037SC,RA Puram  4
612,Chennai,Mylapore,R.A.Puram,02KC055SC,RA Puram  6
613,Chennai,Mylapore,R.A.Puram,02KG021SC,Mandaveli WCCS  1
614,Chennai,Mylapore,R.A.Puram,02KG022SC,Mandaveli WCCS  2
615,Chennai,Mylapore,R.A.Puram,02KG023SC,Mandaveli WCCS  3
616,Chennai,Mylapore,R.A.Puram,02KG024SC,Mandaveli WCCS  4
617,Chennai,Mylapore,R.A.Puram,02KG025SC,Mandaveli WCCS  5
618,Chennai,Mylapore,R.A.Puram,02KG026SC,Mandaveli WCCS  6
619,Chennai,Mylapore,R.A.Puram,02KG027SC,Mandaveli WCCS  7
620,Chennai,Mylapore,Taramani,02KA013SC,Tharamani  - 1
621,Chennai,Mylapore,Taramani,02KA014SC,Tharamani   2
622,Chennai,Mylapore,Taramani,02KA029SC,Tharamani   3
623,Chennai,Mylapore,Taramani,02KA030SC,Tharamani   4
624,Chennai,Mylapore,Taramani,02KC015SC,Tharamani   3
625,Chennai,Mylapore,Taramani,02KC016SC,Tharamani   4
626,Chennai,Mylapore,Taramani,02KC054SC,Kanagam   1
627,Chennai,Mylapore,Taramani,02KC061SC,Tharamani Bus Stop
628,Chennai,Mylapore,Thiruvanmiyur,02KA015SC,Tharamani  2
629,Chennai,Mylapore,Thiruvanmiyur,02KA023SC,Malaviya Avenue
630,Chennai,Mylapore,Thiruvanmiyur,02KA025SC,South Mada street
631,Chennai,Mylapore,Thiruvanmiyur,02KA028SC,Thiruveedhiyamman Koil Street
632,Chennai,Mylapore,Thiruvanmiyur,02KC045SC,Avai Nagar
633,Chennai,Mylapore,Thiruvanmiyur,02KC050SC,Thiruvanmiyur  1
634,Chennai,Mylapore,Thiruvanmiyur,02KC051SC,Thiruvanmiyur  2
635,Chennai,Mylapore,Thiruvanmiyur,02KC052SC,Thiruvanmiyur  3
636,Chennai,Mylapore,Thiruvanmiyur,02KC053SC,Thiruvanmiyur  4
637,Chennai,Mylapore,Thiruvanmiyur,02KC056SC,Thiruvanmiyur  5
638,Chennai,Mylapore,Thiruvanmiyur,02KG016SC,Adyar WCCS  5
639,Chennai,Mylapore,Thiruvanmiyur,02KG017SC,Adyar WCCS  6
640,Chennai,Mylapore,Thiruvanmiyur,02KG018SC,Adyar WCCS  7
641,Chennai,Mylapore,Thiruvanmiyur,02KG019SC,Adyar WCCS  8
642,Chennai,Mylapore,Thiruvanmiyur,02KG028SC,Adyar WCCS  20
643,Chennai,St.Thomas Mount (Z),Alandur,02OA001SK,Amudam MKN Road
644,Chennai,St.Thomas Mount (Z),Alandur,02OD078SK,Airlines Stadium
645,Chennai,St.Thomas Mount (Z),Alandur,02OD079SK,Alandur I
646,Chennai,St.Thomas Mount (Z),Alandur,02OD080SK,Alandur 2
647,Chennai,St.Thomas Mount (Z),Alandur,02OD081SK,Alandur 3
648,Chennai,St.Thomas Mount (Z),Alandur,02OD082SK,Alandur 4
649,Chennai,St.Thomas Mount (Z),Alandur,02OD083SK,Alandur 5
650,Chennai,St.Thomas Mount (Z),Alandur,02OD093SK,MKN Road1
651,Chennai,St.Thomas Mount (Z),Alandur,02OD094SK,MKN Road2
652,Chennai,St.Thomas Mount (Z),Alandur,02OD103SK,Adambakkam1
653,Chennai,St.Thomas Mount (Z),Alandur,02OD104SK,Adambakkam2
654,Chennai,St.Thomas Mount (Z),Alandur,02OD105SK,Adambakkam3
655,Chennai,St.Thomas Mount (Z),Alandur,02OD106SK,Adambakkam4
656,Chennai,St.Thomas Mount (Z),Alandur,02OD107SK,Adambakkam5
657,Chennai,St.Thomas Mount (Z),Alandur,02OD108SK,Adampakkam6
658,Chennai,St.Thomas Mount (Z),Alandur,02OD111SK,Adambakkam8
659,Chennai,St.Thomas Mount (Z),Alandur,02OG002SK,Kasturibai Wccs2
660,Chennai,St.Thomas Mount (Z),Alandur,02OG018SK,Nanganallur Cs1
661,Chennai,St.Thomas Mount (Z),Alandur,02OG019SK,Nanganallur Cs2
662,Chennai,St.Thomas Mount (Z),Alandur,02OG020SK,Nanganallur Cs3
663,Chennai,St.Thomas Mount (Z),Alandur,02OG021SK,Nanganallur Cs4
664,Chennai,St.Thomas Mount (Z),Alandur,02OG022SK,Nanganallur Cs5
665,Chennai,St.Thomas Mount (Z),Alandur,02OG023SK,Nanganallur Cs6
666,Chennai,St.Thomas Mount (Z),Alandur,02OG024SK,Nanganallur Cs7
667,Chennai,St.Thomas Mount (Z),Alandur,02OG025SK,Nanganallur Cs8
668,Chennai,St.Thomas Mount (Z),Alandur,02OG026SK,Nanganallur Cs9
669,Chennai,St.Thomas Mount (Z),Alandur,02OG027SK,Nanganallur Cs10
670,Chennai,St.Thomas Mount (Z),Alandur,02OG028SK,Nanganallur Cs11
671,Chennai,St.Thomas Mount (Z),Alandur,02OG029SK,Nanganallur Cs12
672,Chennai,St.Thomas Mount (Z),Alandur,02OG030SK,Nanganallur Cs13
673,Chennai,St.Thomas Mount (Z),Alandur,02OG031SK,Nanganallur Cs14
674,Chennai,St.Thomas Mount (Z),Alandur,02OG032SK,Nanganallur Co Operative Stores15
675,Chennai,St.Thomas Mount (Z),Alandur,02OG033SK,Nanganallur CoPandakasalai16
676,Chennai,St.Thomas Mount (Z),Alandur,02OG034SK,Nanganallur Coop Stores17
677,Chennai,St.Thomas Mount (Z),Alandur,02OG035SK,Nanganallur CoOp Stores18
678,Chennai,St.Thomas Mount (Z),Alandur,02OG036SK,Nanganallur CoOperative Society18
679,Chennai,St.Thomas Mount (Z),Alandur,02OG037SK,Nanganallur20
680,Chennai,St.Thomas Mount (Z),Alandur,02OG038SK,Nanganallur CoOperative Society21
681,Chennai,St.Thomas Mount (Z),Alandur,02OG039SK,Nanganallur CoOperative 22
682,Chennai,St.Thomas Mount (Z),Alandur,02OG040SK,Nanganallur shop23
683,Chennai,St.Thomas Mount (Z),StThomas Mount,02OA002SK,AmudamSevenhills
